State,Year,Abortion_Rate_Occurence,Abortion_Rate_Residence,Number_Abortions_Residence,Number_Abortions_Occurence,Number_of_Clinics,Percent_Counties_No_Clinic,Percent_Women_Without_Clinic,Percent_Change_Abortion_Rate_Occurence,Percent_Change_Providers,Percent_Change_Clinics,Percent_US_Abortions_Occurence,Percent_Counties_No_Provider,Percent_Women_Medicaid,Percent_Women_Private_Insurance,Percent_Women_Without_Provider,Percent_Women_Uninsured,Change_in_Providers,Change_in_Clinics,Number_Providers,Number_Fed_Funded_Abortions,Number_State_Funded_Abortions,Pop_Est_All_Women,Fed_Exp_for_Abortions_1000s,State_Exp_for_Abortions_1000s,Total_Public_Funded_Abortions,Total_Number_Women,Total_Exp_For_Abortions_1000s,Perc_w_Bachelors,Infant_Mortality,Total_Population,Per_Poverty
United States,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,0.124
United States,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,
United States,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,
United States,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,
United States,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,
United States,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,
United States,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,0.138
United States,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,
United States,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,
United States,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,
United States,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,
United States,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
United States,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,
United States,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,0.146
United States,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,
Utah,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,
Utah,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,
Utah,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,
Utah,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,
Utah,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,
Utah,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,2283715.0,
Utah,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2324815.0,
Utah,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2360137.0,
Utah,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,2723421.0,
Utah,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,2854222.0,
Utah,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,3044321.0,
Utah,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,3101833.0,
Utah,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,
Vermont,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,
Vermont,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,
Vermont,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,
Vermont,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,
Vermont,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,
Vermont,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,612223.0,
Vermont,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,615442.0,
Vermont,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,617858.0,
Vermont,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,624817.0,
Vermont,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,625606.0,
Vermont,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,623354.0,
Vermont,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,623657.0,
Vermont,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,
Virginia,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,
Virginia,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,
Virginia,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,
Virginia,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,
Virginia,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,
Virginia,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7198362.0,
Virginia,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7286873.0,
Virginia,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7366977.0,
Virginia,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7925937.0,
Virginia,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8188656.0,
Virginia,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,8414380.0,
Virginia,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,8470020.0,
Virginia,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,
Washington,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,
Washington,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,
Washington,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,
Washington,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
Washington,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,
Washington,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5985722.0,
Washington,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,6052349.0,
Washington,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,6104115.0,
Washington,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6667426.0,
Washington,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,6890899.0,
Washington,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,7280934.0,
Washington,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,7405743.0,
Washington,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,
West Virginia,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,
West Virginia,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,
West Virginia,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,
West Virginia,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,
West Virginia,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,
West Virginia,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,1801481.0,
West Virginia,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,1805414.0,
West Virginia,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,1812295.0,
West Virginia,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,1847775.0,
West Virginia,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,1855360.0,
West Virginia,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,1828637.0,
West Virginia,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1815857.0,
West Virginia,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,
Wisconsin,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,
Wisconsin,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,
Wisconsin,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,
Wisconsin,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,
Wisconsin,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,
Wisconsin,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5406835.0,
Wisconsin,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,5445162.0,
Wisconsin,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,5479203.0,
Wisconsin,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,5669264.0,
Wisconsin,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5721075.0,
Wisconsin,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,5772917.0,
Wisconsin,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,5795483.0,
Wisconsin,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
Wyoming,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,
Wyoming,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,
Wyoming,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,
Wyoming,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,
Wyoming,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,
Wyoming,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,494657.0,
Wyoming,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,500017.0,
Wyoming,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,503453.0,
Wyoming,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,559851.0,
Wyoming,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,576608.0,
Wyoming,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,584910.0,
Wyoming,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,579315.0,
Wyoming,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
District of Columbia,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684336.0,
District of Columbia,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693972.0,
