State,Year,Abortion_Rate_Occurence,Abortion_Rate_Residence,Number_Abortions_Residence,Number_Abortions_Occurence,Number_of_Clinics,Percent_Counties_No_Clinic,Percent_Women_Without_Clinic,Percent_Change_Abortion_Rate_Occurence,Percent_Change_Providers,Percent_Change_Clinics,Percent_US_Abortions_Occurence,Percent_Counties_No_Provider,Percent_Women_Medicaid,Percent_Women_Private_Insurance,Percent_Women_Without_Provider,Percent_Women_Uninsured,Change_in_Providers,Change_in_Clinics,Number_Providers,Number_Fed_Funded_Abortions,Number_State_Funded_Abortions,Pop_Est_All_Women,Fed_Exp_for_Abortions_1000s,State_Exp_for_Abortions_1000s,Total_Public_Funded_Abortions,Total_Number_Women,Total_Exp_For_Abortions_1000s,Perc_w_Bachelors,Infant_Mortality,Total_Population,Per_Poverty
Rhode Island,2007,22.1,19.9,4420.0,4910.0,,,,,,,,,,,,,,,,,,,,,,,,,6.5,1057315.0,
Rhode Island,2008,22.9,19.9,4340.0,5000.0,4.0,80.0,38.0,,,,,,,,,,,,,,,,,,,,,,6.8,1055003.0,
Rhode Island,2010,20.0,,,4290.0,,,,,,,,,,,,,,,,,,,,,,,,,6.6,1053169.0,
Rhode Island,2011,19.8,17.4,3694.0,4210.0,4.0,80.0,37.0,-14.0,25.0,50.0,,,,,,,1.0,1.0,,,,,,,,,,,6.0,1052154.0,
Rhode Island,2013,16.9,14.9,3129.0,3550.0,,,,,,,,,,,,,,,,,,,,,,,,0.33,6.7,1052784.0,0.134
Rhode Island,2013,16.9,14.9,3129.0,3550.0,,,,,,,,,,,,,,,,,,,,,,,,0.33,6.7,1052784.0,0.134
Rhode Island,2013,16.9,14.9,3129.0,3550.0,,,,,,,,,,,,,,,,,,,,,,,,0.33,6.7,1052784.0,0.134
Rhode Island,2014,17.0,15.0,3220.0,3580.0,5.0,80.0,36.0,,,,0.4,80.0,,,36.0,,,,5.0,,,222180.0,,,,210338.0,,,4.4,1054782.0,
South Carolina,1973,3.5,,,2180.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1974,8.1,,,5120.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1975,9.5,,,6170.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1976,8.5,,,5750.0,18.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1977,12.8,,,8870.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1978,18.3,21.8,15340.0,13050.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1979,18.0,20.6,15050.0,13170.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1980,18.2,20.1,15060.0,13660.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1981,19.8,21.9,16830.0,15200.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1982,20.7,22.5,17570.0,16140.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1984,14.0,15.8,12770.0,11280.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1985,13.7,15.5,12700.0,11200.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1987,15.2,17.7,14810.0,12770.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1988,16.7,19.4,16440.0,14160.0,15.0,87.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,1991,15.7,18.2,15650.0,13520.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,,
South Carolina,1992,14.2,16.8,14410.0,12190.0,18.0,78.0,51.0,,,,,,,,,,,,,,,,,,,,,,12.5,,
South Carolina,1995,12.7,,,11020.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,10.9,,
South Carolina,1996,11.4,14.3,12450.0,9940.0,14.0,80.0,58.0,,,,,,,,,,,,,,,,,,,,,,10.3,,
South Carolina,1999,9.6,14.2,12580.0,8470.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,8.7,,0.141
South Carolina,2000,9.3,13.6,12120.0,8210.0,10.0,87.0,66.0,,,,,,,,,,,,,,,,,,,,,0.204,9.6,4024223.0,
South Carolina,2004,7.5,14.4,12810.0,6650.0,,,,,,,,,,,,,,,,,,,,,,,,,8.8,4210921.0,
South Carolina,2005,7.9,15.0,13320.0,7080.0,6.0,91.0,72.0,,,,,,,,,,,,,,,,,,,,,,9.7,4270150.0,
South Carolina,2007,8.4,15.3,13750.0,7580.0,,,,,,,,,,,,,,,,,,,,,,,,,8.9,4444110.0,
South Carolina,2008,7.9,14.3,13200.0,7300.0,6.0,93.0,73.0,,,,,,,,,,,,,,,,,,,,,,8.6,4528996.0,
South Carolina,2010,7.2,,,6730.0,,,,,,,,,,,,,,,,9.0,,,53.0,,9.0,,53.0,,8.3,4635834.0,
South Carolina,2011,7.1,12.5,11575.0,6620.0,9.0,89.0,60.0,-10.0,-22.0,,,,,,,,-2.0,,,,,,,,,,,,7.6,4672744.0,
South Carolina,2013,6.8,12.1,11296.0,6350.0,,,,,,,,,,,,,,,,,,,,,,,,0.27,7.4,4765862.0,0.166
South Carolina,2013,6.8,12.1,11296.0,6350.0,,,,,,,,,,,,,,,,,,,,,,,,0.27,7.4,4765862.0,0.166
South Carolina,2013,6.8,12.1,11296.0,6350.0,,,,,,,,,,,,,,,,,,,,,,,,0.27,7.4,4765862.0,0.166
South Carolina,2014,6.4,12.0,10940.0,6040.0,7.0,91.0,65.0,,,,0.7,91.0,,,65.0,,,,7.0,,,1004780.0,,,,943271.0,,,6.5,4824758.0,
South Dakota,1973,12.2,,,1640.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1974,11.9,,,1630.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1975,11.2,,,1560.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1976,11.3,,,1600.0,1.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1977,9.7,,,1400.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1978,9.6,14.3,2170.0,1440.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1979,9.7,12.9,1920.0,1400.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1980,9.0,12.6,1900.0,1360.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1981,10.5,12.4,1880.0,1590.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1982,11.6,11.8,1810.0,1770.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1984,11.4,11.2,1730.0,1770.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1985,10.6,10.5,1630.0,1650.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1987,5.5,9.0,1410.0,860.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1988,5.7,9.0,1420.0,900.0,1.0,98.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,1991,6.5,9.3,1400.0,980.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,
South Dakota,1992,6.9,8.8,1340.0,1040.0,1.0,98.0,79.0,,,,,,,,,,,,,,,,,,,,,,9.8,,
South Dakota,1995,6.6,,,1040.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,9.3,,
South Dakota,1996,6.5,7.5,1200.0,1030.0,1.0,98.0,79.0,,,,,,,,,,,,,,,,,,,,,,9.4,,
South Dakota,1999,4.7,6.7,1060.0,740.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,6.4,,0.132
South Dakota,2000,5.5,6.4,1020.0,870.0,2.0,98.0,78.0,,,,,,,,,,,,,,,,,,,,,0.215,8.4,755844.0,
South Dakota,2004,5.2,6.3,980.0,820.0,,,,,,,,,,,,,,,,,,,,,,,,,7.1,770396.0,
South Dakota,2005,5.1,6.4,980.0,790.0,2.0,98.0,78.0,,,,,,,,,,,,,,,,,,,,,,7.4,775493.0,
South Dakota,2007,4.6,6.3,960.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,,7.6,791623.0,
South Dakota,2008,5.6,6.4,970.0,850.0,2.0,98.0,76.0,,,,,,,,,,,,,,,,,,,,,,7.4,799124.0,
South Dakota,2010,4.8,,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,7.4,816227.0,
South Dakota,2011,3.9,5.5,845.0,600.0,2.0,98.0,77.0,-11.0,,,,,,,,,,,,,,,,,,,,,7.5,823338.0,
South Dakota,2013,3.8,5.3,826.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,0.278,6.6,842513.0,0.139
South Dakota,2013,3.8,5.3,826.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,0.278,6.6,842513.0,0.139
South Dakota,2013,3.8,5.3,826.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,0.278,6.6,842513.0,0.139
South Dakota,2014,3.5,5.0,810.0,550.0,2.0,98.0,77.0,,,,0.1,98.0,,,77.0,,,,2.0,,,168580.0,,,,157726.0,,,5.9,849455.0,
Tennessee,1973,5.8,,,5320.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1974,16.9,,,15800.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1975,18.3,,,17590.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1976,23.3,,,22940.0,42.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1977,30.2,,,30440.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1978,24.0,19.5,19420.0,25430.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1979,22.3,20.4,21610.0,23040.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1980,23.6,20.8,22530.0,25590.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1981,22.0,19.5,21470.0,24240.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1982,23.3,20.5,23000.0,26100.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1984,19.5,17.5,20220.0,22570.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1985,19.1,17.1,20090.0,22350.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1987,18.9,16.8,19640.0,22050.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1988,18.9,17.1,20060.0,22090.0,41.0,88.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,1991,16.9,16.7,19700.0,19840.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,11.2,,
Tennessee,1992,16.1,16.2,19110.0,19060.0,33.0,89.0,47.0,,,,,,,,,,,,,,,,,,,,,,10.8,,
Tennessee,1995,14.9,,,18240.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,9.7,,
Tennessee,1996,14.6,13.5,16690.0,17990.0,20.0,93.0,54.0,,,,,,,,,,,,,,,,,,,,,,9.4,,
Tennessee,1999,14.7,13.4,16810.0,18410.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,8.5,,0.135
Tennessee,2000,15.2,13.8,17270.0,19010.0,16.0,94.0,56.0,,,,,,,,,,,,,,,,,,,,,0.196,8.4,5703719.0,
Tennessee,2004,14.7,12.7,15950.0,18490.0,,,,,,,,,,,,,,,,,,,,,,,,,9.2,5910809.0,
Tennessee,2005,14.4,12.4,15520.0,18140.0,13.0,94.0,59.0,,,,,,,,,,,,,,,,,,,,,,9.3,5991057.0,
Tennessee,2007,14.6,12.4,15590.0,18380.0,,,,,,,,,,,,,,,,,,,,,,,,,9.5,6175727.0,
Tennessee,2008,15.3,12.7,16210.0,19550.0,13.0,94.0,59.0,,,,,,,,,,,,,,,,,,,,,,9.5,6247411.0,
Tennessee,2010,14.0,,,17850.0,,,,,,,,,,,,,,,,,,,,,,,,,8.2,6355882.0,
Tennessee,2011,13.1,10.7,13667.0,16720.0,14.0,95.0,58.0,-18.0,-21.0,-22.0,,,,,,,-3.0,-2.0,,,,,,,,,,,8.1,6396281.0,
Tennessee,2013,11.8,9.9,12755.0,15180.0,,,,,,,,,,,,,,,,,,,,,,,,0.261,7.7,6490795.0,0.16699999999999998
Tennessee,2013,11.8,9.9,12755.0,15180.0,,,,,,,,,,,,,,,,,,,,,,,,0.261,7.7,6490795.0,0.16699999999999998
Tennessee,2013,11.8,9.9,12755.0,15180.0,,,,,,,,,,,,,,,,,,,,,,,,0.261,7.7,6490795.0,0.16699999999999998
Tennessee,2014,10.7,10.0,12300.0,13880.0,11.0,95.0,62.0,,,,1.5,95.0,,,62.0,,,,11.0,,,1379710.0,,,,1294911.0,,,6.9,6540007.0,
Texas,1973,6.4,,,17340.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1974,13.5,,,37710.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1975,17.7,,,51210.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1976,20.3,,,60710.0,121.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1977,22.8,,,70740.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1978,28.5,27.3,82790.0,94080.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1979,26.0,27.2,89960.0,83280.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1980,30.0,28.7,97680.0,102000.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1981,31.3,29.2,102790.0,110110.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1982,29.2,27.0,98030.0,105820.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1984,26.0,24.9,95840.0,99960.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1985,25.5,24.5,96620.0,100820.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1987,24.7,23.9,97030.0,100210.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1988,24.8,24.0,97450.0,100690.0,91.0,91.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1991,23.0,22.3,92970.0,95930.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,9.1,,
Texas,1992,23.1,22.4,94590.0,97400.0,79.0,93.0,33.0,,,,,,,,,,,,,,,,,,,,,,9.1,,
Texas,1995,20.1,,,89240.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,7.7,,
Texas,1996,20.3,19.6,88250.0,91270.0,64.0,93.0,32.0,,,,,,,,,,,,,,,,,,,,,,7.6,,
Texas,1999,18.7,18.3,85840.0,87880.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,6.1,,0.154
Texas,2000,18.8,18.4,87110.0,89160.0,65.0,93.0,32.0,,,,,,,,,,,,,,,,,,,,,0.232,6.4,20944499.0,
Texas,2004,17.3,17.2,84750.0,85210.0,,,,,,,,,,,,,,,,,,,,,,,,,6.2,22394023.0,
Texas,2005,17.3,17.1,84560.0,85760.0,64.0,93.0,35.0,,,,,,,,,,,,,,,,,,,,,,6.8,22778123.0,
Texas,2007,16.1,15.8,80510.0,81880.0,,,,,,,,,,,,,,,,,,,,,,,,,6.4,23831983.0,
Texas,2008,16.2,15.9,82690.0,84610.0,67.0,92.0,33.0,,,,,,,,,,,,,,,,,,,,,,6.5,24309039.0,
Texas,2010,14.9,,,79390.0,,,,,,,,,,,,,,,,3.0,,,4.0,,3.0,,4.0,,6.2,25241648.0,
Texas,2011,13.5,13.3,72135.0,73200.0,62.0,92.0,31.0,-28.0,-29.0,-39.0,,,,,,,-18.0,-18.0,,,,,,,,,,,6.1,25644424.0,
Texas,2013,12.1,12.0,66913.0,67530.0,,,,,,,,,,,,,,,,,,,,,,,,0.287,5.9,26479279.0,0.16
Texas,2013,12.1,12.0,66913.0,67530.0,,,,,,,,,,,,,,,,,,,,,,,,0.287,5.9,26479279.0,0.16
Texas,2013,12.1,12.0,66913.0,67530.0,,,,,,,,,,,,,,,,,,,,,,,,0.287,5.9,26479279.0,0.16
Texas,2014,9.8,10.0,56400.0,55230.0,44.0,95.0,40.0,,,,6.0,95.0,,,40.0,,,,44.0,,,6046630.0,,,,5662456.0,,,5.8,26954436.0,
U.S. total,1973,16.3,,,744610.0,1558.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1974,19.3,,,898570.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1975,21.7,,,1034170.0,2349.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1976,24.2,,,1179300.0,2526.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1977,26.4,,,1316700.0,2685.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1978,27.7,27.7,1409600.0,1409600.0,2749.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1979,28.8,28.6,1489460.0,1497670.0,2734.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1980,29.3,29.1,1545170.0,1553890.0,2758.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1981,29.3,29.1,1566230.0,1577340.0,2896.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1982,28.8,28.6,1565030.0,1573920.0,2908.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1984,28.1,27.9,1566620.0,1577180.0,2710.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1985,28.0,27.8,1578800.0,1588550.0,2680.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1987,26.9,26.7,1549310.0,1559110.0,2618.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1988,27.3,27.2,1580710.0,1590750.0,2582.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1991,26.3,26.1,1549180.0,1556510.0,2434.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1992,25.7,25.6,1520810.0,1528930.0,2380.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1995,22.5,,,1359440.0,2087.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1996,22.4,22.3,1351470.0,1360160.0,2042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,1999,21.4,21.3,1308950.0,1314780.0,1841.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2000,21.3,21.2,1306680.0,1312990.0,1819.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2004,19.7,19.6,1216050.0,1222100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2005,19.4,19.4,1198960.0,1206200.0,1787.0,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2007,19.5,19.4,1202990.0,1209640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2008,19.4,19.3,1205510.0,1212350.0,1793.0,87.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2010,17.7,,,1102670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2011,16.9,16.8,1052906.0,1058490.0,1720.0,87.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2013,15.2,7.4,954476.0,958700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2013,15.2,7.4,954476.0,958700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2013,15.2,7.4,954476.0,958700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. total,2014,14.6,,,926190.0,1671.0,87.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1973,0.4,,,110.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1974,5.4,,,1480.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1975,7.0,,,2010.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1976,8.7,,,2590.0,7.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1977,10.0,,,3070.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1978,11.5,12.1,3650.0,3150.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1979,9.8,11.4,3770.0,3810.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1980,12.3,12.0,4120.0,4200.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1981,11.5,11.4,4040.0,4080.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1982,11.4,11.3,4150.0,4180.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1984,10.9,11.1,4300.0,4240.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1985,11.1,11.1,4440.0,4440.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1987,12.4,11.9,4660.0,4830.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1988,12.8,11.7,4590.0,5030.0,8.0,93.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,
Utah,1991,10.3,9.9,4080.0,4250.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,8.4,,
Utah,1992,9.2,8.9,3800.0,3940.0,6.0,93.0,48.0,,,,,,,,,,,,,,,,,,,,,,8.0,,
Utah,1995,7.8,,,3740.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
Utah,1996,7.5,7.8,3850.0,3700.0,7.0,93.0,49.0,,,,,,,,,,,,,,,,,,,,,,6.0,,
Utah,1999,6.5,6.6,3440.0,3400.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,5.8,,0.094
Utah,2000,6.6,6.6,3500.0,3510.0,4.0,93.0,51.0,,,,,,,,,,,,,,,,,,,,,0.261,5.7,2244502.0,
Utah,2004,6.6,6.6,3600.0,3610.0,,,,,,,,,,,,,,,,,,,,,,,,,5.3,2401580.0,
Utah,2005,6.4,6.4,3610.0,3630.0,6.0,93.0,55.0,,,,,,,,,,,,,,,,,,,,,,4.7,2457719.0,
Utah,2007,7.0,6.7,3940.0,4100.0,,,,,,,,,,,,,,,,,,,,,,,,,5.1,2597746.0,
Utah,2008,6.8,6.6,3880.0,4000.0,7.0,97.0,64.0,,,,,,,,,,,,,,,,,,,,,,5.1,2663029.0,
Utah,2010,5.9,,,3540.0,,,,,,,,,,,,,,,,,,,,,,,,,4.9,2775260.0,
Utah,2011,5.4,5.3,3239.0,3290.0,9.0,90.0,34.0,-14.0,-33.0,-50.0,,,,,,,-3.0,-2.0,,,,,,,,,,,5.0,2815430.0,
Utah,2013,5.0,15.1,3174.0,3170.0,,,,,,,,,,,,,,,,,,,,,,,,0.325,5.2,2899961.0,0.11
Utah,2013,5.0,15.1,3174.0,3170.0,,,,,,,,,,,,,,,,,,,,,,,,0.325,5.2,2899961.0,0.11
Utah,2013,5.0,15.1,3174.0,3170.0,,,,,,,,,,,,,,,,,,,,,,,,0.325,5.2,2899961.0,0.11
Utah,2014,4.6,5.0,2960.0,2960.0,6.0,93.0,41.0,,,,0.3,93.0,,,41.0,,,,6.0,,,687170.0,,,,639777.0,,,4.9,2938671.0,
Vermont,1973,14.8,,,1490.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1974,17.9,,,1860.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1975,21.0,,,2250.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1976,24.9,,,2750.0,16.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1977,20.8,,,2370.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1978,28.1,29.9,3260.0,3290.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1979,28.0,27.6,3330.0,3380.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1980,30.4,29.5,3650.0,3760.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1981,30.1,25.4,3170.0,3760.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1982,29.4,24.2,3060.0,3710.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1984,26.7,21.7,2800.0,3450.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1985,26.2,21.6,2820.0,3430.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1987,26.9,20.7,2830.0,3690.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1988,25.8,21.0,2920.0,3580.0,16.0,50.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1991,22.8,16.7,2280.0,3110.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,7.6,,
Vermont,1992,21.5,16.0,2160.0,2900.0,16.0,43.0,22.0,,,,,,,,,,,,,,,,,,,,,,6.9,,
Vermont,1995,18.2,,,2420.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
Vermont,1996,17.3,15.4,2050.0,2300.0,13.0,43.0,23.0,,,,,,,,,,,,,,,,,,,,,,7.0,,
Vermont,1999,13.2,11.9,1550.0,1730.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,7.5,,0.094
Vermont,2000,12.7,11.5,1510.0,1660.0,11.0,43.0,23.0,,,,,,,,,,,,,,,,,,,,,0.294,6.5,609618.0,
Vermont,2004,13.6,14.1,1790.0,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,4.3,619920.0,
Vermont,2005,11.7,14.5,1810.0,1490.0,12.0,43.0,24.0,,,,,,,,,,,,,,,,,,,,,,6.7,621215.0,
Vermont,2007,12.8,14.1,1720.0,1570.0,,,,,,,,,,,,,,,,,,,,,,,,,5.3,623481.0,
Vermont,2008,12.5,14.3,1730.0,1510.0,10.0,43.0,24.0,,,,,,,,,,,,,,,,,,,,,,5.8,624151.0,
Vermont,2010,11.6,,,1370.0,,,,,,,,,,,,,,,,,699.0,,,281.0,699.0,,281.0,,4.8,625842.0,
Vermont,2011,11.7,17.5,1606.0,1370.0,8.0,57.0,35.0,3.0,13.0,100.0,,,,,,,1.0,3.0,,,,,,,,,,,5.4,626210.0,
Vermont,2013,12.8,5.0,1489.0,1490.0,,,,,,,,,,,,,,,,,,,,,,,,0.368,4.6,626044.0,0.114
Vermont,2013,12.8,5.0,1489.0,1490.0,,,,,,,,,,,,,,,,,,,,,,,,0.368,4.6,626044.0,0.114
Vermont,2013,12.8,5.0,1489.0,1490.0,,,,,,,,,,,,,,,,,,,,,,,,0.368,4.6,626044.0,0.114
Vermont,2014,12.1,12.0,1380.0,1400.0,9.0,50.0,28.0,,,,0.2,50.0,,,28.0,,,,9.0,,,122950.0,,,,116149.0,,,4.6,625665.0,
Virginia,1973,7.6,,,8390.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1974,14.6,,,16500.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1975,17.5,,,20290.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1976,21.1,,,25180.0,37.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1977,22.9,,,28040.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
